Gemeinde,Altersklassen,Geschlecht,Männer,Frauen,Insgesamt
001 Aldein,0,,9,11,20
001 Aldein,1,,13,6,19
001 Aldein,2,,12,10,22
001 Aldein,3,,8,12,20
001 Aldein,4,,7,7,14
001 Aldein,5,,7,6,13
001 Aldein,6,,9,17,26
001 Aldein,7,,12,9,21
001 Aldein,8,,11,7,18
001 Aldein,9,,11,10,21
001 Aldein,10,,12,12,24
001 Aldein,11,,10,7,17
001 Aldein,12,,14,12,26
001 Aldein,13,,18,7,25
001 Aldein,14,,10,16,26
001 Aldein,15,,10,15,25
001 Aldein,16,,10,20,30
001 Aldein,17,,10,9,19
001 Aldein,18,,8,23,31
001 Aldein,19,,15,17,32
001 Aldein,20,,17,19,36
001 Aldein,21,,11,20,31
001 Aldein,22,,16,14,30
001 Aldein,23,,18,12,30
001 Aldein,24,,17,25,42
001 Aldein,25,,18,18,36
001 Aldein,26,,21,9,30
001 Aldein,27,,12,16,28
001 Aldein,28,,9,20,29
001 Aldein,29,,11,19,30
001 Aldein,30,,21,10,31
001 Aldein,31,,15,9,24
001 Aldein,32,,15,6,21
001 Aldein,33,,9,13,22
001 Aldein,34,,16,16,32
001 Aldein,35,,17,10,27
001 Aldein,36,,13,14,27
001 Aldein,37,,8,5,13
001 Aldein,38,,9,10,19
001 Aldein,39,,11,10,21
001 Aldein,40,,10,10,20
001 Aldein,41,,10,7,17
001 Aldein,42,,8,9,17
001 Aldein,43,,6,4,10
001 Aldein,44,,15,10,25
001 Aldein,45,,6,12,18
001 Aldein,46,,10,6,16
001 Aldein,47,,9,9,18
001 Aldein,48,,4,10,14
001 Aldein,49,,7,11,18
001 Aldein,50,,7,5,12
001 Aldein,51,,6,7,13
001 Aldein,52,,11,11,22
001 Aldein,53,,10,13,23
001 Aldein,54,,8,12,20
001 Aldein,55,,9,9,18
001 Aldein,56,,4,8,12
001 Aldein,57,,6,8,14
001 Aldein,58,,7,9,16
001 Aldein,59,,10,6,16
001 Aldein,60,,4,4,8
001 Aldein,61,,17,5,22
001 Aldein,62,,9,4,13
001 Aldein,63,,5,8,13
001 Aldein,64,,11,3,14
001 Aldein,65,,7,6,13
001 Aldein,66,,9,10,19
001 Aldein,67,,6,4,10
001 Aldein,68,,9,6,15
001 Aldein,69,,4,8,12
001 Aldein,70,,3,9,12
001 Aldein,71,,5,8,13
001 Aldein,72,,3,6,9
001 Aldein,73,,3,9,12
001 Aldein,74,,8,15,23
001 Aldein,75,,7,3,10
001 Aldein,76,,2,5,7
