Gemeinde,Altersklassen,Geschlecht,Männer,Frauen,Insgesamt
001 Aldein,0,,7,13,20
001 Aldein,1,,12,9,21
001 Aldein,2,,16,10,26
001 Aldein,3,,15,9,24
001 Aldein,4,,11,11,22
001 Aldein,5,,17,8,25
001 Aldein,6,,13,4,17
001 Aldein,7,,16,14,30
001 Aldein,8,,10,16,26
001 Aldein,9,,15,8,23
001 Aldein,10,,7,8,15
001 Aldein,11,,10,12,22
001 Aldein,12,,14,8,22
001 Aldein,13,,13,12,25
001 Aldein,14,,9,13,22
001 Aldein,15,,7,8,15
001 Aldein,16,,7,6,13
001 Aldein,17,,9,16,25
001 Aldein,18,,11,9,20
001 Aldein,19,,11,7,18
001 Aldein,20,,11,9,20
001 Aldein,21,,15,13,28
001 Aldein,22,,9,7,16
001 Aldein,23,,13,13,26
001 Aldein,24,,14,6,20
001 Aldein,25,,10,13,23
001 Aldein,26,,10,13,23
001 Aldein,27,,11,16,27
001 Aldein,28,,11,6,17
001 Aldein,29,,8,20,28
001 Aldein,30,,11,13,24
001 Aldein,31,,16,16,32
001 Aldein,32,,12,14,26
001 Aldein,33,,15,10,25
001 Aldein,34,,20,11,31
001 Aldein,35,,14,16,30
001 Aldein,36,,13,14,27
001 Aldein,37,,21,7,28
001 Aldein,38,,13,16,29
001 Aldein,39,,6,15,21
001 Aldein,40,,6,19,25
001 Aldein,41,,16,9,25
001 Aldein,42,,14,11,25
001 Aldein,43,,14,6,20
001 Aldein,44,,8,17,25
001 Aldein,45,,16,15,31
001 Aldein,46,,15,9,24
001 Aldein,47,,12,13,25
001 Aldein,48,,8,5,13
001 Aldein,49,,9,10,19
001 Aldein,50,,10,8,18
001 Aldein,51,,9,9,18
001 Aldein,52,,9,6,15
001 Aldein,53,,9,9,18
001 Aldein,54,,7,5,12
001 Aldein,55,,16,10,26
001 Aldein,56,,5,11,16
001 Aldein,57,,8,6,14
001 Aldein,58,,9,9,18
001 Aldein,59,,5,11,16
001 Aldein,60,,7,12,19
001 Aldein,61,,10,5,15
001 Aldein,62,,5,7,12
001 Aldein,63,,11,11,22
001 Aldein,64,,7,12,19
001 Aldein,65,,5,12,17
001 Aldein,66,,7,8,15
001 Aldein,67,,5,8,13
001 Aldein,68,,7,7,14
001 Aldein,69,,5,10,15
001 Aldein,70,,8,5,13
001 Aldein,71,,4,4,8
001 Aldein,72,,14,4,18
001 Aldein,73,,7,4,11
001 Aldein,74,,4,7,11
001 Aldein,75,,6,4,10
001 Aldein,76,,4,5,9
001 Aldein,77,,7,8,15
001 Aldein,78,,5,2,7
001 Aldein,79,,5,5,10
001 Aldein,80,,-,5,5
001 Aldein,81,,1,5,6
001 Aldein,82,,-,7,7
001 Aldein,83,,2,4,6
001 Aldein,84,,1,9,10
001 Aldein,85,,3,8,11
001 Aldein,86,,4,1,5
001 Aldein,87,,-,4,4
001 Aldein,90,,2,1,3
001 Aldein,93,,-,2,2
001 Aldein,94,,-,1,1
001 Aldein,99,,-,1,1
002 Andrian,0,,9,3,12
002 Andrian,1,,7,6,13
002 Andrian,2,,9,3,12
002 Andrian,3,,7,8,15
002 Andrian,4,,3,-,3
002 Andrian,5,,3,3,6
002 Andrian,6,,6,5,11
002 Andrian,7,,3,6,9
002 Andrian,8,,9,2,11
002 Andrian,9,,10,6,16
002 Andrian,10,,2,11,13
002 Andrian,11,,8,4,12
002 Andrian,12,,5,6,11
002 Andrian,13,,5,5,10
002 Andrian,14,,6,6,12
002 Andrian,15,,5,7,12
002 Andrian,16,,5,5,10
002 Andrian,17,,4,4,8
002 Andrian,18,,12,6,18
002 Andrian,19,,6,8,14
002 Andrian,20,,9,4,13
002 Andrian,21,,1,3,4
002 Andrian,22,,8,5,13
002 Andrian,23,,7,3,10
002 Andrian,24,,10,7,17
002 Andrian,25,,2,4,6
002 Andrian,26,,7,5,12
002 Andrian,27,,6,5,11
002 Andrian,28,,6,5,11
002 Andrian,29,,7,5,12
002 Andrian,30,,5,7,12
002 Andrian,31,,8,4,12
002 Andrian,32,,7,8,15
002 Andrian,33,,8,10,18
002 Andrian,34,,6,9,15
002 Andrian,35,,7,9,16
002 Andrian,36,,13,5,18
002 Andrian,37,,7,7,14
002 Andrian,38,,9,12,21
002 Andrian,39,,9,8,17
002 Andrian,40,,8,7,15
002 Andrian,41,,11,10,21
002 Andrian,42,,7,8,15
002 Andrian,43,,6,12,18
002 Andrian,44,,10,8,18
002 Andrian,45,,8,4,12
002 Andrian,46,,8,4,12
002 Andrian,47,,7,4,11
002 Andrian,48,,8,8,16
002 Andrian,49,,5,6,11
002 Andrian,50,,5,9,14
002 Andrian,51,,2,4,6
002 Andrian,52,,6,2,8
002 Andrian,53,,6,7,13
002 Andrian,54,,2,3,5
002 Andrian,55,,3,3,6
002 Andrian,56,,6,5,11
002 Andrian,57,,4,2,6
002 Andrian,58,,6,4,10
002 Andrian,59,,5,4,9
002 Andrian,60,,5,8,13
002 Andrian,61,,1,3,4
002 Andrian,62,,2,5,7
002 Andrian,63,,6,7,13
002 Andrian,64,,4,5,9
002 Andrian,65,,6,4,10
002 Andrian,66,,3,7,10
002 Andrian,67,,1,7,8
002 Andrian,68,,4,3,7
002 Andrian,69,,5,4,9
002 Andrian,70,,2,2,4
002 Andrian,71,,3,2,5
002 Andrian,72,,5,3,8
002 Andrian,73,,3,4,7
002 Andrian,74,,7,5,12
002 Andrian,75,,3,4,7
002 Andrian,76,,4,2,6
002 Andrian,77,,2,1,3
002 Andrian,78,,1,4,5
002 Andrian,79,,-,2,2
002 Andrian,80,,3,4,7
002 Andrian,81,,1,1,2
002 Andrian,82,,2,4,6
002 Andrian,83,,-,1,1
002 Andrian,84,,1,3,4
002 Andrian,85,,1,3,4
002 Andrian,86,,1,-,1
002 Andrian,87,,2,1,3
002 Andrian,88,,-,1,1
002 Andrian,90,,1,-,1
002 Andrian,91,,-,1,1
002 Andrian,92,,1,1,2
002 Andrian,94,,-,1,1
002 Andrian,95,,-,1,1
002 Andrian,99,,-,1,1
003 Altrei,0,,2,-,2
003 Altrei,1,,3,1,4
003 Altrei,2,,1,1,2
003 Altrei,3,,-,1,1
003 Altrei,4,,4,1,5
003 Altrei,5,,3,1,4
003 Altrei,6,,1,1,2
003 Altrei,7,,3,-,3
003 Altrei,8,,3,1,4
003 Altrei,9,,-,1,1
003 Altrei,10,,-,3,3
003 Altrei,11,,1,2,3
003 Altrei,12,,3,2,5
003 Altrei,13,,3,-,3
003 Altrei,14,,6,3,9
003 Altrei,15,,1,-,1
003 Altrei,16,,3,2,5
003 Altrei,17,,2,2,4
003 Altrei,18,,4,5,9
003 Altrei,19,,2,1,3
