Gemeinde,Altersklassen,Geschlecht,Männer,Frauen,Insgesamt
002 Andrian,44,,5,7,12
002 Andrian,45,,4,9,13
002 Andrian,46,,2,4,6
002 Andrian,47,,6,2,8
002 Andrian,48,,7,6,13
002 Andrian,49,,2,3,5
002 Andrian,50,,3,3,6
002 Andrian,51,,6,6,12
002 Andrian,52,,4,2,6
002 Andrian,53,,6,3,9
002 Andrian,54,,5,4,9
002 Andrian,55,,4,7,11
002 Andrian,56,,1,2,3
002 Andrian,57,,1,3,4
002 Andrian,58,,5,7,12
002 Andrian,59,,4,5,9
002 Andrian,60,,6,4,10
002 Andrian,61,,3,8,11
002 Andrian,62,,1,8,9
002 Andrian,63,,4,4,8
002 Andrian,64,,6,4,10
002 Andrian,65,,2,2,4
002 Andrian,66,,3,3,6
002 Andrian,67,,4,3,7
002 Andrian,68,,3,4,7
002 Andrian,69,,7,5,12
002 Andrian,70,,3,5,8
002 Andrian,71,,4,1,5
002 Andrian,72,,2,1,3
002 Andrian,73,,2,4,6
002 Andrian,74,,1,2,3
002 Andrian,75,,4,4,8
002 Andrian,76,,2,1,3
002 Andrian,77,,2,4,6
002 Andrian,78,,1,1,2
002 Andrian,79,,1,4,5
002 Andrian,80,,1,4,5
002 Andrian,81,,1,1,2
002 Andrian,82,,2,2,4
002 Andrian,83,,2,1,3
002 Andrian,85,,1,-,1
002 Andrian,86,,1,2,3
002 Andrian,87,,1,1,2
002 Andrian,88,,1,1,2
002 Andrian,89,,-,2,2
002 Andrian,90,,-,1,1
002 Andrian,91,,-,1,1
002 Andrian,94,,-,1,1
002 Andrian,98,,-,1,1
003 Altrei,0,,3,1,4
003 Altrei,1,,1,1,2
003 Altrei,2,,3,-,3
003 Altrei,3,,4,1,5
003 Altrei,4,,1,1,2
003 Altrei,5,,-,3,3
003 Altrei,6,,1,2,3
003 Altrei,7,,3,2,5
003 Altrei,8,,3,-,3
003 Altrei,9,,6,3,9
003 Altrei,10,,1,1,2
003 Altrei,11,,3,2,5
003 Altrei,12,,2,2,4
003 Altrei,13,,4,4,8
003 Altrei,14,,1,1,2
003 Altrei,15,,3,3,6
003 Altrei,16,,2,2,4
003 Altrei,17,,3,1,4
003 Altrei,18,,4,2,6
003 Altrei,19,,2,2,4
003 Altrei,20,,3,1,4
003 Altrei,21,,3,4,7
003 Altrei,22,,-,1,1
003 Altrei,23,,2,6,8
003 Altrei,24,,-,4,4
003 Altrei,25,,2,3,5
003 Altrei,26,,2,1,3
003 Altrei,27,,1,2,3
003 Altrei,28,,2,3,5
003 Altrei,29,,3,1,4
003 Altrei,30,,5,5,10
003 Altrei,31,,1,3,4
003 Altrei,32,,3,5,8
003 Altrei,33,,-,4,4
003 Altrei,34,,3,-,3
003 Altrei,35,,3,5,8
003 Altrei,36,,2,5,7
003 Altrei,37,,3,5,8
003 Altrei,38,,2,2,4
003 Altrei,39,,10,1,11
003 Altrei,40,,2,3,5
003 Altrei,41,,6,2,8
003 Altrei,42,,5,2,7
003 Altrei,43,,1,3,4
003 Altrei,44,,1,3,4
003 Altrei,45,,5,1,6
003 Altrei,46,,3,3,6
003 Altrei,47,,1,1,2
003 Altrei,48,,3,2,5
003 Altrei,49,,6,3,9
003 Altrei,50,,6,3,9
003 Altrei,51,,1,2,3
003 Altrei,52,,1,-,1
003 Altrei,53,,3,3,6
003 Altrei,54,,3,2,5
003 Altrei,55,,1,3,4
003 Altrei,56,,3,-,3
003 Altrei,57,,2,3,5
003 Altrei,58,,1,3,4
003 Altrei,59,,3,1,4
003 Altrei,60,,1,2,3
003 Altrei,61,,2,4,6
003 Altrei,62,,1,3,4
003 Altrei,63,,1,-,1
003 Altrei,64,,2,1,3
003 Altrei,65,,3,1,4
003 Altrei,66,,3,2,5
003 Altrei,67,,-,2,2
003 Altrei,68,,3,3,6
003 Altrei,69,,-,3,3
003 Altrei,70,,-,2,2
003 Altrei,71,,4,2,6
003 Altrei,72,,2,3,5
003 Altrei,73,,-,2,2
003 Altrei,74,,3,4,7
003 Altrei,75,,1,4,5
003 Altrei,76,,-,2,2
003 Altrei,77,,1,3,4
003 Altrei,78,,1,2,3
003 Altrei,79,,1,1,2
003 Altrei,80,,-,1,1
003 Altrei,81,,1,1,2
003 Altrei,82,,-,1,1
003 Altrei,83,,-,1,1
003 Altrei,84,,-,3,3
003 Altrei,86,,-,1,1
003 Altrei,87,,-,2,2
003 Altrei,88,,1,1,2
003 Altrei,89,,1,-,1
003 Altrei,90,,-,2,2
003 Altrei,93,,-,1,1
003 Altrei,95,,1,-,1
004 Eppan a.d. Weinstr.,0,,74,70,144
004 Eppan a.d. Weinstr.,1,,67,89,156
004 Eppan a.d. Weinstr.,2,,75,60,135
004 Eppan a.d. Weinstr.,3,,84,79,163
004 Eppan a.d. Weinstr.,4,,72,72,144
004 Eppan a.d. Weinstr.,5,,77,73,150
004 Eppan a.d. Weinstr.,6,,70,65,135
004 Eppan a.d. Weinstr.,7,,72,71,143
004 Eppan a.d. Weinstr.,8,,78,87,165
004 Eppan a.d. Weinstr.,9,,63,77,140
004 Eppan a.d. Weinstr.,10,,76,63,139
004 Eppan a.d. Weinstr.,11,,81,62,143
004 Eppan a.d. Weinstr.,12,,75,58,133
004 Eppan a.d. Weinstr.,13,,77,82,159
004 Eppan a.d. Weinstr.,14,,72,64,136
004 Eppan a.d. Weinstr.,15,,84,67,151
004 Eppan a.d. Weinstr.,16,,80,57,137
004 Eppan a.d. Weinstr.,17,,77,73,150
004 Eppan a.d. Weinstr.,18,,63,65,128
004 Eppan a.d. Weinstr.,19,,67,66,133
004 Eppan a.d. Weinstr.,20,,54,70,124
004 Eppan a.d. Weinstr.,21,,83,71,154
004 Eppan a.d. Weinstr.,22,,73,64,137
004 Eppan a.d. Weinstr.,23,,80,74,154
004 Eppan a.d. Weinstr.,24,,79,57,136
004 Eppan a.d. Weinstr.,25,,73,71,144
004 Eppan a.d. Weinstr.,26,,83,87,170
004 Eppan a.d. Weinstr.,27,,76,95,171
004 Eppan a.d. Weinstr.,28,,90,94,184
004 Eppan a.d. Weinstr.,29,,95,121,216
004 Eppan a.d. Weinstr.,30,,110,98,208
004 Eppan a.d. Weinstr.,31,,127,122,249
004 Eppan a.d. Weinstr.,32,,120,111,231
004 Eppan a.d. Weinstr.,33,,115,101,216
004 Eppan a.d. Weinstr.,34,,123,114,237
004 Eppan a.d. Weinstr.,35,,124,136,260
004 Eppan a.d. Weinstr.,36,,104,113,217
004 Eppan a.d. Weinstr.,37,,127,118,245
004 Eppan a.d. Weinstr.,38,,103,126,229
004 Eppan a.d. Weinstr.,39,,121,113,234
004 Eppan a.d. Weinstr.,40,,121,104,225
004 Eppan a.d. Weinstr.,41,,103,115,218
004 Eppan a.d. Weinstr.,42,,126,106,232
004 Eppan a.d. Weinstr.,43,,103,99,202
004 Eppan a.d. Weinstr.,44,,95,93,188
004 Eppan a.d. Weinstr.,45,,87,73,160
004 Eppan a.d. Weinstr.,46,,89,90,179
004 Eppan a.d. Weinstr.,47,,69,92,161
004 Eppan a.d. Weinstr.,48,,86,74,160
004 Eppan a.d. Weinstr.,49,,71,79,150
004 Eppan a.d. Weinstr.,50,,81,64,145
004 Eppan a.d. Weinstr.,51,,64,72,136
004 Eppan a.d. Weinstr.,52,,67,64,131
004 Eppan a.d. Weinstr.,53,,85,67,152
004 Eppan a.d. Weinstr.,54,,69,83,152
004 Eppan a.d. Weinstr.,55,,85,71,156
004 Eppan a.d. Weinstr.,56,,61,50,111
004 Eppan a.d. Weinstr.,57,,73,85,158
004 Eppan a.d. Weinstr.,58,,97,83,180
004 Eppan a.d. Weinstr.,59,,98,82,180
004 Eppan a.d. Weinstr.,60,,66,108,174
004 Eppan a.d. Weinstr.,61,,79,61,140
004 Eppan a.d. Weinstr.,62,,61,84,145
004 Eppan a.d. Weinstr.,63,,62,54,116
004 Eppan a.d. Weinstr.,64,,47,57,104
004 Eppan a.d. Weinstr.,65,,48,51,99
004 Eppan a.d. Weinstr.,66,,44,49,93
004 Eppan a.d. Weinstr.,67,,32,57,89
004 Eppan a.d. Weinstr.,68,,56,57,113
004 Eppan a.d. Weinstr.,69,,50,51,101
004 Eppan a.d. Weinstr.,70,,41,63,104
004 Eppan a.d. Weinstr.,71,,52,68,120
004 Eppan a.d. Weinstr.,72,,45,54,99
004 Eppan a.d. Weinstr.,73,,39,44,83
004 Eppan a.d. Weinstr.,74,,35,47,82
004 Eppan a.d. Weinstr.,75,,42,48,90
004 Eppan a.d. Weinstr.,76,,41,58,99
004 Eppan a.d. Weinstr.,77,,26,68,94
004 Eppan a.d. Weinstr.,78,,25,45,70
004 Eppan a.d. Weinstr.,79,,17,47,64
004 Eppan a.d. Weinstr.,80,,27,47,74
004 Eppan a.d. Weinstr.,81,,17,28,45
004 Eppan a.d. Weinstr.,82,,16,27,43
004 Eppan a.d. Weinstr.,83,,10,18,28
004 Eppan a.d. Weinstr.,84,,11,14,25
004 Eppan a.d. Weinstr.,85,,9,18,27
004 Eppan a.d. Weinstr.,86,,11,12,23
004 Eppan a.d. Weinstr.,87,,12,28,40
004 Eppan a.d. Weinstr.,88,,7,16,23
004 Eppan a.d. Weinstr.,89,,4,18,22
004 Eppan a.d. Weinstr.,90,,5,25,30
004 Eppan a.d. Weinstr.,91,,1,10,11
004 Eppan a.d. Weinstr.,92,,3,12,15
004 Eppan a.d. Weinstr.,93,,1,8,9
004 Eppan a.d. Weinstr.,94,,-,6,6
004 Eppan a.d. Weinstr.,95,,2,3,5
004 Eppan a.d. Weinstr.,96,,1,1,2
004 Eppan a.d. Weinstr.,97,,-,1,1
004 Eppan a.d. Weinstr.,98,,-,1,1
004 Eppan a.d. Weinstr.,99,,-,1,1
004 Eppan a.d. Weinstr.,100,,-,1,1
004 Eppan a.d. Weinstr.,101,,1,-,1
005 Hafling,0,,7,3,10
005 Hafling,1,,4,10,14
005 Hafling,2,,4,3,7
005 Hafling,3,,2,8,10
005 Hafling,4,,1,10,11
005 Hafling,5,,13,5,18
005 Hafling,6,,6,5,11
005 Hafling,7,,3,6,9
005 Hafling,8,,3,7,10
005 Hafling,9,,3,5,8
005 Hafling,10,,8,3,11
005 Hafling,11,,5,6,11
005 Hafling,12,,4,2,6
005 Hafling,13,,2,7,9
005 Hafling,14,,4,4,8
005 Hafling,15,,5,4,9
005 Hafling,16,,5,5,10
005 Hafling,17,,4,8,12
005 Hafling,18,,3,-,3
005 Hafling,19,,7,3,10
005 Hafling,20,,5,5,10
005 Hafling,21,,4,10,14
005 Hafling,22,,4,5,9
005 Hafling,23,,3,5,8
005 Hafling,24,,3,4,7
005 Hafling,25,,4,6,10
005 Hafling,26,,8,5,13
005 Hafling,27,,7,7,14
005 Hafling,28,,10,3,13
005 Hafling,29,,8,1,9
005 Hafling,30,,10,7,17
005 Hafling,31,,7,6,13
005 Hafling,32,,8,12,20
005 Hafling,33,,4,8,12
005 Hafling,34,,6,3,9
005 Hafling,35,,10,6,16
005 Hafling,36,,8,11,19
005 Hafling,37,,3,2,5
005 Hafling,38,,6,3,9
005 Hafling,39,,4,2,6
005 Hafling,40,,7,4,11
005 Hafling,41,,8,7,15
005 Hafling,42,,6,6,12
005 Hafling,43,,3,4,7
005 Hafling,44,,1,5,6
005 Hafling,45,,3,10,13
005 Hafling,46,,8,3,11
005 Hafling,47,,3,1,4
005 Hafling,48,,3,3,6
005 Hafling,49,,4,2,6
005 Hafling,50,,2,3,5
005 Hafling,51,,4,3,7
005 Hafling,52,,5,3,8
005 Hafling,53,,8,2,10
005 Hafling,54,,3,4,7
005 Hafling,55,,1,4,5
005 Hafling,56,,5,3,8
005 Hafling,57,,1,2,3
005 Hafling,58,,4,5,9
005 Hafling,59,,5,3,8
005 Hafling,60,,5,4,9
005 Hafling,61,,2,2,4
005 Hafling,62,,3,5,8
005 Hafling,63,,3,3,6
005 Hafling,64,,3,2,5
005 Hafling,65,,1,1,2
005 Hafling,66,,1,1,2
005 Hafling,67,,1,2,3
005 Hafling,68,,6,3,9
005 Hafling,69,,3,4,7
005 Hafling,70,,3,7,10
005 Hafling,71,,2,4,6
005 Hafling,72,,4,1,5
005 Hafling,73,,4,3,7
005 Hafling,74,,3,5,8
005 Hafling,75,,1,2,3
005 Hafling,76,,2,-,2
005 Hafling,77,,1,2,3
005 Hafling,78,,1,-,1
005 Hafling,79,,-,3,3
005 Hafling,80,,-,3,3
005 Hafling,81,,3,1,4
005 Hafling,82,,1,2,3
005 Hafling,84,,-,1,1
005 Hafling,85,,1,2,3
005 Hafling,86,,1,-,1
005 Hafling,87,,1,-,1
005 Hafling,88,,-,2,2
005 Hafling,89,,-,1,1
005 Hafling,90,,1,-,1
005 Hafling,95,,-,1,1
006 Abtei,0,,27,22,49
006 Abtei,1,,21,30,51
006 Abtei,2,,23,24,47
006 Abtei,3,,13,14,27
006 Abtei,4,,26,22,48
006 Abtei,5,,29,14,43
006 Abtei,6,,24,27,51
006 Abtei,7,,18,13,31
006 Abtei,8,,15,19,34
006 Abtei,9,,24,16,40
006 Abtei,10,,22,12,34
006 Abtei,11,,23,16,39
006 Abtei,12,,16,14,30
006 Abtei,13,,14,9,23
006 Abtei,14,,19,12,31
006 Abtei,15,,17,18,35
006 Abtei,16,,11,13,24
006 Abtei,17,,12,20,32
006 Abtei,18,,14,11,25
006 Abtei,19,,18,19,37
006 Abtei,20,,16,18,34
006 Abtei,21,,23,16,39
006 Abtei,22,,12,23,35
006 Abtei,23,,22,27,49
006 Abtei,24,,19,28,47
006 Abtei,25,,25,23,48
006 Abtei,26,,18,27,45
006 Abtei,27,,20,25,45
006 Abtei,28,,25,24,49
006 Abtei,29,,41,30,71
006 Abtei,30,,17,33,50
006 Abtei,31,,28,29,57
006 Abtei,32,,28,35,63
006 Abtei,33,,24,33,57
006 Abtei,34,,38,37,75
006 Abtei,35,,21,32,53
006 Abtei,36,,33,26,59
006 Abtei,37,,24,31,55
006 Abtei,38,,29,25,54
006 Abtei,39,,24,29,53
006 Abtei,40,,22,27,49
006 Abtei,41,,26,22,48
006 Abtei,42,,26,23,49
006 Abtei,43,,18,23,41
006 Abtei,44,,19,15,34
006 Abtei,45,,21,17,38
006 Abtei,46,,16,15,31
006 Abtei,47,,11,14,25
006 Abtei,48,,14,18,32
006 Abtei,49,,13,13,26
006 Abtei,50,,12,12,24
006 Abtei,51,,15,20,35
006 Abtei,52,,13,18,31
006 Abtei,53,,25,17,42
006 Abtei,54,,14,15,29
006 Abtei,55,,25,18,43
006 Abtei,56,,16,20,36
006 Abtei,57,,14,18,32
006 Abtei,58,,12,11,23
006 Abtei,59,,21,11,32
006 Abtei,60,,17,24,41
006 Abtei,61,,18,20,38
006 Abtei,62,,17,13,30
006 Abtei,63,,16,18,34
006 Abtei,64,,6,19,25
006 Abtei,65,,18,10,28
006 Abtei,66,,13,19,32
006 Abtei,67,,14,17,31
006 Abtei,68,,10,15,25
006 Abtei,69,,8,6,14
006 Abtei,70,,12,13,25
006 Abtei,71,,18,12,30
006 Abtei,72,,8,7,15
006 Abtei,73,,8,15,23
006 Abtei,74,,7,9,16
006 Abtei,75,,8,6,14
006 Abtei,76,,8,7,15
006 Abtei,77,,6,10,16
006 Abtei,78,,5,13,18
006 Abtei,79,,8,6,14
006 Abtei,80,,5,3,8
006 Abtei,81,,3,12,15
006 Abtei,82,,1,5,6
006 Abtei,83,,2,4,6
006 Abtei,84,,-,2,2
006 Abtei,85,,1,4,5
006 Abtei,86,,-,2,2
006 Abtei,87,,1,2,3
006 Abtei,88,,2,1,3
006 Abtei,89,,2,4,6
006 Abtei,90,,1,4,5
006 Abtei,91,,1,3,4
006 Abtei,92,,2,-,2
006 Abtei,93,,-,3,3
006 Abtei,94,,-,1,1
006 Abtei,95,,-,1,1
007 Barbian,0,,11,15,26
007 Barbian,1,,13,7,20
007 Barbian,2,,10,10,20
007 Barbian,3,,16,9,25
007 Barbian,4,,11,7,18
007 Barbian,5,,9,10,19
007 Barbian,6,,10,8,18
007 Barbian,7,,7,4,11
007 Barbian,8,,10,12,22
007 Barbian,9,,12,6,18
007 Barbian,10,,11,10,21
007 Barbian,11,,14,13,27
007 Barbian,12,,9,13,22
007 Barbian,13,,11,5,16
007 Barbian,14,,7,6,13
007 Barbian,15,,13,8,21
007 Barbian,16,,8,9,17
007 Barbian,17,,9,7,16
007 Barbian,18,,11,7,18
007 Barbian,19,,9,5,14
007 Barbian,20,,13,13,26
007 Barbian,21,,8,6,14
007 Barbian,22,,18,14,32
007 Barbian,23,,10,9,19
007 Barbian,24,,6,19,25
007 Barbian,25,,7,15,22
007 Barbian,26,,9,9,18
007 Barbian,27,,16,14,30
007 Barbian,28,,8,17,25
007 Barbian,29,,22,17,39
007 Barbian,30,,16,13,29
007 Barbian,31,,10,11,21
007 Barbian,32,,15,3,18
007 Barbian,33,,13,12,25
007 Barbian,34,,7,9,16
007 Barbian,35,,12,14,26
007 Barbian,36,,9,11,20
007 Barbian,37,,15,13,28
007 Barbian,38,,15,13,28
007 Barbian,39,,15,14,29
007 Barbian,40,,18,10,28
007 Barbian,41,,12,15,27
007 Barbian,42,,12,9,21
007 Barbian,43,,7,9,16
007 Barbian,44,,15,7,22
007 Barbian,45,,4,9,13
007 Barbian,46,,8,7,15
007 Barbian,47,,6,16,22
007 Barbian,48,,10,8,18
007 Barbian,49,,7,5,12
007 Barbian,50,,7,10,17
007 Barbian,51,,12,11,23
007 Barbian,52,,5,5,10
007 Barbian,53,,3,4,7
007 Barbian,54,,6,10,16
007 Barbian,55,,18,6,24
007 Barbian,56,,9,5,14
007 Barbian,57,,11,8,19
007 Barbian,58,,9,6,15
007 Barbian,59,,11,12,23
007 Barbian,60,,8,13,21
007 Barbian,61,,8,3,11
007 Barbian,62,,6,5,11
007 Barbian,63,,5,10,15
007 Barbian,64,,8,8,16
007 Barbian,65,,3,6,9
007 Barbian,66,,3,8,11
007 Barbian,67,,5,5,10
007 Barbian,68,,8,5,13
007 Barbian,69,,4,7,11
007 Barbian,70,,4,8,12
007 Barbian,71,,7,6,13
007 Barbian,72,,8,8,16
007 Barbian,73,,5,9,14
007 Barbian,74,,5,4,9
007 Barbian,75,,4,3,7
007 Barbian,76,,9,3,12
007 Barbian,77,,4,6,10
007 Barbian,78,,3,9,12
007 Barbian,79,,3,5,8
007 Barbian,80,,2,3,5
007 Barbian,81,,2,3,5
007 Barbian,82,,-,3,3
007 Barbian,83,,1,1,2
007 Barbian,84,,-,1,1
007 Barbian,85,,1,1,2
007 Barbian,86,,-,4,4
007 Barbian,87,,4,6,10
007 Barbian,88,,-,3,3
007 Barbian,90,,2,1,3
007 Barbian,91,,1,-,1
007 Barbian,93,,-,1,1
008 Bozen,0,,466,415,881
008 Bozen,1,,423,432,855
008 Bozen,2,,470,437,907
008 Bozen,3,,418,432,850
008 Bozen,4,,455,369,824
008 Bozen,5,,417,426,843
008 Bozen,6,,406,376,782
008 Bozen,7,,446,419,865
008 Bozen,8,,396,387,783
008 Bozen,9,,416,380,796
008 Bozen,10,,458,383,841
008 Bozen,11,,437,394,831
008 Bozen,12,,422,390,812
008 Bozen,13,,410,398,808
008 Bozen,14,,349,380,729
008 Bozen,15,,373,361,734
008 Bozen,16,,398,372,770
008 Bozen,17,,386,376,762
008 Bozen,18,,434,350,784
008 Bozen,19,,406,391,797
008 Bozen,20,,417,391,808
008 Bozen,21,,463,395,858
008 Bozen,22,,426,435,861
008 Bozen,23,,500,438,938
008 Bozen,24,,532,463,995
008 Bozen,25,,535,537,1.072
008 Bozen,26,,643,612,1.255
008 Bozen,27,,697,643,1.340
008 Bozen,28,,711,738,1.449
008 Bozen,29,,796,734,1.530
008 Bozen,30,,878,798,1.676
008 Bozen,31,,857,740,1.597
008 Bozen,32,,904,792,1.696
008 Bozen,33,,799,756,1.555
008 Bozen,34,,811,793,1.604
008 Bozen,35,,894,835,1.729
008 Bozen,36,,918,845,1.763
008 Bozen,37,,908,892,1.800
008 Bozen,38,,784,805,1.589
008 Bozen,39,,769,762,1.531
008 Bozen,40,,791,718,1.509
008 Bozen,41,,705,668,1.373
008 Bozen,42,,695,672,1.367
008 Bozen,43,,703,673,1.376
008 Bozen,44,,629,702,1.331
008 Bozen,45,,640,641,1.281
008 Bozen,46,,629,625,1.254
008 Bozen,47,,631,586,1.217
008 Bozen,48,,546,601,1.147
008 Bozen,49,,555,644,1.199
008 Bozen,50,,545,643,1.188
008 Bozen,51,,615,683,1.298
008 Bozen,52,,631,645,1.276
008 Bozen,53,,667,730,1.397
008 Bozen,54,,660,809,1.469
008 Bozen,55,,742,881,1.623
008 Bozen,56,,562,606,1.168
008 Bozen,57,,610,740,1.350
008 Bozen,58,,651,738,1.389
008 Bozen,59,,666,739,1.405
008 Bozen,60,,731,780,1.511
008 Bozen,61,,701,756,1.457
008 Bozen,62,,617,746,1.363
008 Bozen,63,,667,679,1.346
008 Bozen,64,,564,598,1.162
008 Bozen,65,,522,585,1.107
008 Bozen,66,,502,595,1.097
008 Bozen,67,,521,585,1.106
008 Bozen,68,,444,588,1.032
008 Bozen,69,,458,598,1.056
008 Bozen,70,,461,586,1.047
008 Bozen,71,,479,585,1.064
008 Bozen,72,,364,573,937
008 Bozen,73,,400,530,930
008 Bozen,74,,364,538,902
008 Bozen,75,,419,517,936
008 Bozen,76,,315,557,872
008 Bozen,77,,315,538,853
008 Bozen,78,,310,531,841
008 Bozen,79,,303,557,860
008 Bozen,80,,248,504,752
008 Bozen,81,,229,497,726
008 Bozen,82,,130,299,429
008 Bozen,83,,84,183,267
008 Bozen,84,,87,183,270
008 Bozen,85,,88,195,283
008 Bozen,86,,109,264,373
008 Bozen,87,,113,242,355
008 Bozen,88,,96,220,316
008 Bozen,89,,80,200,280
008 Bozen,90,,48,170,218
008 Bozen,91,,41,124,165
008 Bozen,92,,34,94,128
008 Bozen,93,,22,75,97
008 Bozen,94,,8,52,60
008 Bozen,95,,8,46,54
008 Bozen,96,,3,24,27
008 Bozen,97,,3,22,25
008 Bozen,98,,-,19,19
008 Bozen,99,,3,7,10
008 Bozen,100,,1,6,7
008 Bozen,101,,-,2,2
008 Bozen,102,,-,1,1
008 Bozen,103,,-,2,2
008 Bozen,104,,-,2,2
009 Prags,0,,4,5,9
009 Prags,1,,2,2,4
009 Prags,2,,4,7,11
009 Prags,3,,1,4,5
009 Prags,4,,3,4,7
009 Prags,5,,2,5,7
009 Prags,6,,2,2,4
009 Prags,7,,4,6,10
009 Prags,8,,7,4,11
009 Prags,9,,6,3,9
009 Prags,10,,9,2,11
009 Prags,11,,4,2,6
009 Prags,12,,9,3,12
009 Prags,13,,2,3,5
009 Prags,14,,3,3,6
009 Prags,15,,6,5,11
009 Prags,16,,8,2,10
009 Prags,17,,4,3,7
009 Prags,18,,3,7,10
009 Prags,19,,3,6,9
009 Prags,20,,1,6,7
009 Prags,21,,5,1,6
009 Prags,22,,2,1,3
009 Prags,23,,6,2,8
009 Prags,24,,4,2,6
009 Prags,25,,6,2,8
009 Prags,26,,3,6,9
009 Prags,27,,4,5,9
009 Prags,28,,7,7,14
009 Prags,29,,4,1,5
009 Prags,30,,5,3,8
009 Prags,31,,4,6,10
009 Prags,32,,8,4,12
009 Prags,33,,7,8,15
009 Prags,34,,5,8,13
009 Prags,35,,8,4,12
009 Prags,36,,8,8,16
