Gemeinde,Altersklassen,Geschlecht,Männer,Frauen,Insgesamt
001 Aldein,0,,10,3,13
001 Aldein,1,,12,10,22
001 Aldein,2,,6,10,16
001 Aldein,3,,7,12,19
001 Aldein,4,,8,13,21
001 Aldein,5,,8,15,23
001 Aldein,6,,9,8,17
001 Aldein,7,,17,8,25
001 Aldein,8,,15,9,24
001 Aldein,9,,13,8,21
001 Aldein,10,,16,8,24
001 Aldein,11,,12,4,16
001 Aldein,12,,16,14,30
001 Aldein,13,,11,16,27
001 Aldein,14,,15,8,23
001 Aldein,15,,7,8,15
001 Aldein,16,,8,12,20
001 Aldein,17,,14,7,21
001 Aldein,18,,13,11,24
001 Aldein,19,,9,13,22
001 Aldein,20,,7,8,15
001 Aldein,21,,7,6,13
001 Aldein,22,,10,16,26
001 Aldein,23,,11,9,20
001 Aldein,24,,11,6,17
001 Aldein,25,,10,8,18
001 Aldein,26,,14,14,28
001 Aldein,27,,9,7,16
001 Aldein,28,,10,11,21
001 Aldein,29,,13,5,18
001 Aldein,30,,10,10,20
001 Aldein,31,,8,13,21
001 Aldein,32,,9,13,22
001 Aldein,33,,10,10,20
001 Aldein,34,,8,19,27
001 Aldein,35,,8,13,21
001 Aldein,36,,18,14,32
001 Aldein,37,,14,11,25
001 Aldein,38,,13,10,23
001 Aldein,39,,17,9,26
001 Aldein,40,,16,14,30
001 Aldein,41,,13,15,28
001 Aldein,42,,19,7,26
001 Aldein,43,,12,17,29
001 Aldein,44,,6,14,20
001 Aldein,45,,5,20,25
001 Aldein,46,,16,10,26
001 Aldein,47,,14,11,25
001 Aldein,48,,14,6,20
001 Aldein,49,,8,17,25
001 Aldein,50,,17,15,32
001 Aldein,51,,14,9,23
001 Aldein,52,,11,13,24
001 Aldein,53,,7,5,12
001 Aldein,54,,9,10,19
001 Aldein,55,,9,8,17
001 Aldein,56,,9,9,18
001 Aldein,57,,9,6,15
001 Aldein,58,,9,9,18
001 Aldein,59,,7,5,12
001 Aldein,60,,16,10,26
001 Aldein,61,,5,13,18
001 Aldein,62,,9,6,15
001 Aldein,63,,9,9,18
001 Aldein,64,,5,10,15
001 Aldein,65,,6,10,16
001 Aldein,66,,10,5,15
001 Aldein,67,,5,7,12
001 Aldein,68,,10,10,20
001 Aldein,69,,6,11,17
001 Aldein,70,,5,12,17
001 Aldein,71,,4,8,12
001 Aldein,72,,5,9,14
001 Aldein,73,,7,7,14
001 Aldein,74,,5,9,14
001 Aldein,75,,5,6,11
001 Aldein,76,,4,4,8
001 Aldein,77,,12,4,16
001 Aldein,78,,6,4,10
001 Aldein,79,,2,7,9
001 Aldein,80,,6,2,8
001 Aldein,81,,1,3,4
001 Aldein,82,,6,7,13
001 Aldein,83,,3,1,4
001 Aldein,84,,5,4,9
001 Aldein,85,,-,2,2
001 Aldein,86,,1,4,5
001 Aldein,87,,-,6,6
001 Aldein,88,,1,4,5
001 Aldein,89,,-,7,7
001 Aldein,90,,1,7,8
001 Aldein,91,,1,1,2
001 Aldein,92,,-,2,2
001 Aldein,95,,1,-,1
002 Andrian,0,,7,4,11
002 Andrian,1,,6,6,12
002 Andrian,2,,8,10,18
002 Andrian,3,,6,6,12
002 Andrian,4,,4,6,10
002 Andrian,5,,9,3,12
002 Andrian,6,,6,6,12
002 Andrian,7,,9,4,13
002 Andrian,8,,7,10,17
002 Andrian,9,,3,3,6
002 Andrian,10,,3,4,7
002 Andrian,11,,6,5,11
002 Andrian,12,,4,5,9
002 Andrian,13,,8,3,11
002 Andrian,14,,8,7,15
002 Andrian,15,,3,10,13
002 Andrian,16,,8,4,12
002 Andrian,17,,7,6,13
002 Andrian,18,,4,4,8
002 Andrian,19,,7,6,13
002 Andrian,20,,6,8,14
002 Andrian,21,,5,6,11
002 Andrian,22,,5,5,10
002 Andrian,23,,13,6,19
002 Andrian,24,,6,8,14
002 Andrian,25,,8,6,14
002 Andrian,26,,2,5,7
002 Andrian,27,,8,5,13
002 Andrian,28,,9,4,13
002 Andrian,29,,11,6,17
002 Andrian,30,,7,6,13
002 Andrian,31,,6,5,11
002 Andrian,32,,7,10,17
002 Andrian,33,,8,7,15
002 Andrian,34,,7,9,16
002 Andrian,35,,10,10,20
002 Andrian,36,,10,4,14
002 Andrian,37,,5,9,14
002 Andrian,38,,15,11,26
002 Andrian,39,,7,11,18
002 Andrian,40,,11,11,22
002 Andrian,41,,11,5,16
002 Andrian,42,,5,7,12
002 Andrian,43,,9,9,18
002 Andrian,44,,9,9,18
002 Andrian,45,,10,9,19
002 Andrian,46,,11,12,23
002 Andrian,47,,9,8,17
002 Andrian,48,,7,15,22
002 Andrian,49,,12,7,19
002 Andrian,50,,8,3,11
002 Andrian,51,,7,6,13
002 Andrian,52,,8,4,12
002 Andrian,53,,7,8,15
002 Andrian,54,,8,7,15
002 Andrian,55,,4,10,14
002 Andrian,56,,3,4,7
002 Andrian,57,,6,3,9
002 Andrian,58,,6,7,13
002 Andrian,59,,2,3,5
002 Andrian,60,,3,3,6
002 Andrian,61,,6,5,11
002 Andrian,62,,3,2,5
002 Andrian,63,,4,4,8
