Gemeinde,Altersklassen,Geschlecht,Männer,Frauen,Insgesamt
001 Aldein,0,,9,19,28
001 Aldein,1,,16,10,26
001 Aldein,2,,8,8,16
001 Aldein,3,,9,12,21
001 Aldein,4,,14,7,21
001 Aldein,5,,13,11,24
001 Aldein,6,,8,13,21
001 Aldein,7,,7,8,15
001 Aldein,8,,7,6,13
001 Aldein,9,,9,17,26
001 Aldein,10,,12,9,21
001 Aldein,11,,11,7,18
001 Aldein,12,,11,10,21
001 Aldein,13,,12,12,24
001 Aldein,14,,10,7,17
001 Aldein,15,,14,12,26
001 Aldein,16,,16,7,23
001 Aldein,17,,10,16,26
001 Aldein,18,,10,15,25
001 Aldein,19,,10,20,30
001 Aldein,20,,10,9,19
001 Aldein,21,,7,22,29
001 Aldein,22,,14,18,32
001 Aldein,23,,17,19,36
001 Aldein,24,,11,19,30
001 Aldein,25,,14,11,25
001 Aldein,26,,19,11,30
001 Aldein,27,,18,20,38
001 Aldein,28,,16,19,35
001 Aldein,29,,22,10,32
001 Aldein,30,,11,17,28
001 Aldein,31,,8,17,25
001 Aldein,32,,8,21,29
001 Aldein,33,,17,12,29
001 Aldein,34,,15,9,24
001 Aldein,35,,15,6,21
001 Aldein,36,,10,15,25
001 Aldein,37,,16,17,33
001 Aldein,38,,17,9,26
001 Aldein,39,,13,14,27
001 Aldein,40,,8,5,13
001 Aldein,41,,9,10,19
001 Aldein,42,,10,10,20
001 Aldein,43,,8,10,18
001 Aldein,44,,11,7,18
001 Aldein,45,,8,9,17
001 Aldein,46,,8,5,13
001 Aldein,47,,15,10,25
001 Aldein,48,,6,12,18
001 Aldein,49,,10,6,16
001 Aldein,50,,10,9,19
001 Aldein,51,,5,11,16
001 Aldein,52,,7,11,18
001 Aldein,53,,7,5,12
001 Aldein,54,,6,6,12
001 Aldein,55,,11,11,22
001 Aldein,56,,8,13,21
001 Aldein,57,,7,12,19
001 Aldein,58,,9,8,17
001 Aldein,59,,4,10,14
001 Aldein,60,,6,8,14
001 Aldein,61,,8,9,17
001 Aldein,62,,9,6,15
001 Aldein,63,,4,4,8
001 Aldein,64,,16,5,21
001 Aldein,65,,8,4,12
001 Aldein,66,,5,8,13
001 Aldein,67,,10,4,14
001 Aldein,68,,6,6,12
001 Aldein,69,,9,10,19
001 Aldein,70,,6,3,9
001 Aldein,71,,6,6,12
001 Aldein,72,,2,7,9
001 Aldein,73,,3,6,9
001 Aldein,74,,5,8,13
001 Aldein,75,,2,6,8
001 Aldein,76,,2,9,11
001 Aldein,77,,5,12,17
001 Aldein,78,,6,2,8
001 Aldein,79,,1,4,5
001 Aldein,80,,2,3,5
001 Aldein,81,,-,2,2
001 Aldein,82,,2,2,4
001 Aldein,83,,2,1,3
001 Aldein,84,,1,3,4
001 Aldein,85,,1,5,6
001 Aldein,86,,3,3,6
001 Aldein,87,,1,1,2
001 Aldein,88,,2,3,5
001 Aldein,89,,2,1,3
001 Aldein,90,,-,2,2
001 Aldein,91,,1,1,2
001 Aldein,92,,-,2,2
001 Aldein,94,,-,1,1
001 Aldein,96,,-,1,1
001 Aldein,Insgesamt,,797,859,1.656
002 Andrian,0,,5,3,8
002 Andrian,1,,8,5,13
002 Andrian,2,,2,10,12
002 Andrian,3,,7,5,12
002 Andrian,4,,4,4,8
002 Andrian,5,,5,6,11
002 Andrian,6,,6,6,12
002 Andrian,7,,7,7,14
002 Andrian,8,,5,4,9
002 Andrian,9,,4,4,8
002 Andrian,10,,12,6,18
002 Andrian,11,,6,7,13
002 Andrian,12,,8,6,14
002 Andrian,13,,1,4,5
002 Andrian,14,,6,4,10
002 Andrian,15,,5,2,7
002 Andrian,16,,10,6,16
002 Andrian,17,,1,3,4
002 Andrian,18,,5,2,7
002 Andrian,19,,5,3,8
002 Andrian,20,,4,4,8
002 Andrian,21,,5,4,9
002 Andrian,22,,6,4,10
002 Andrian,23,,4,2,6
002 Andrian,24,,6,5,11
002 Andrian,25,,5,7,12
002 Andrian,26,,4,5,9
002 Andrian,27,,6,8,14
002 Andrian,28,,9,8,17
002 Andrian,29,,5,8,13
002 Andrian,30,,8,8,16
002 Andrian,31,,7,5,12
002 Andrian,32,,10,9,19
002 Andrian,33,,10,7,17
002 Andrian,34,,6,6,12
002 Andrian,35,,6,11,17
002 Andrian,36,,6,6,12
002 Andrian,37,,7,2,9
002 Andrian,38,,7,4,11
002 Andrian,39,,7,3,10
002 Andrian,40,,8,8,16
002 Andrian,41,,5,8,13
002 Andrian,42,,6,9,15
002 Andrian,43,,1,4,5
002 Andrian,44,,7,2,9
002 Andrian,45,,6,6,12
002 Andrian,46,,2,3,5
002 Andrian,47,,4,3,7
002 Andrian,48,,7,6,13
002 Andrian,49,,4,2,6
002 Andrian,50,,6,3,9
002 Andrian,51,,5,4,9
002 Andrian,52,,4,7,11
002 Andrian,53,,1,2,3
002 Andrian,54,,1,3,4
002 Andrian,55,,5,7,12
002 Andrian,56,,4,5,9
002 Andrian,57,,6,3,9
002 Andrian,58,,5,8,13
002 Andrian,59,,1,8,9
002 Andrian,60,,4,4,8
002 Andrian,61,,6,4,10
002 Andrian,62,,2,3,5
002 Andrian,63,,3,3,6
002 Andrian,64,,5,3,8
002 Andrian,65,,3,4,7
002 Andrian,66,,7,5,12
002 Andrian,67,,4,5,9
002 Andrian,68,,3,1,4
002 Andrian,69,,2,1,3
002 Andrian,70,,2,5,7
002 Andrian,71,,1,2,3
002 Andrian,72,,4,4,8
002 Andrian,73,,2,1,3
002 Andrian,74,,2,5,7
002 Andrian,75,,1,2,3
002 Andrian,76,,1,5,6
002 Andrian,77,,1,4,5
002 Andrian,78,,1,1,2
002 Andrian,79,,2,3,5
002 Andrian,80,,2,2,4
