Gemeinde,Altersklassen,Geschlecht,Männer,Frauen,Insgesamt
001 Aldein,0,,12,8,20
001 Aldein,1,,5,10,15
001 Aldein,2,,6,13,19
001 Aldein,3,,8,12,20
001 Aldein,4,,7,15,22
001 Aldein,5,,10,8,18
001 Aldein,6,,17,8,25
001 Aldein,7,,14,9,23
001 Aldein,8,,11,8,19
001 Aldein,9,,16,8,24
001 Aldein,10,,12,4,16
001 Aldein,11,,16,14,30
001 Aldein,12,,10,16,26
001 Aldein,13,,15,8,23
001 Aldein,14,,7,8,15
001 Aldein,15,,8,12,20
001 Aldein,16,,14,7,21
001 Aldein,17,,13,11,24
001 Aldein,18,,9,13,22
001 Aldein,19,,7,7,14
001 Aldein,20,,7,6,13
001 Aldein,21,,9,16,25
001 Aldein,22,,11,9,20
001 Aldein,23,,11,8,19
001 Aldein,24,,12,7,19
001 Aldein,25,,15,15,30
001 Aldein,26,,9,7,16
001 Aldein,27,,11,11,22
001 Aldein,28,,15,4,19
001 Aldein,29,,10,11,21
001 Aldein,30,,9,14,23
001 Aldein,31,,9,13,22
001 Aldein,32,,10,8,18
001 Aldein,33,,9,18,27
001 Aldein,34,,9,15,24
001 Aldein,35,,17,14,31
001 Aldein,36,,13,11,24
001 Aldein,37,,13,10,23
001 Aldein,38,,17,9,26
001 Aldein,39,,14,14,28
001 Aldein,40,,13,15,28
001 Aldein,41,,22,7,29
001 Aldein,42,,12,16,28
001 Aldein,43,,6,14,20
001 Aldein,44,,5,20,25
001 Aldein,45,,17,9,26
001 Aldein,46,,14,11,25
001 Aldein,47,,13,6,19
001 Aldein,48,,8,16,24
001 Aldein,49,,17,14,31
001 Aldein,50,,15,9,24
001 Aldein,51,,11,13,24
001 Aldein,52,,7,5,12
001 Aldein,53,,9,10,19
001 Aldein,54,,9,8,17
001 Aldein,55,,9,9,18
001 Aldein,56,,9,6,15
001 Aldein,57,,9,9,18
001 Aldein,58,,7,4,11
001 Aldein,59,,16,10,26
001 Aldein,60,,5,13,18
001 Aldein,61,,9,6,15
001 Aldein,62,,9,9,18
001 Aldein,63,,5,10,15
001 Aldein,64,,6,10,16
001 Aldein,65,,10,5,15
001 Aldein,66,,5,7,12
001 Aldein,67,,10,10,20
001 Aldein,68,,6,12,18
001 Aldein,69,,5,12,17
001 Aldein,70,,6,8,14
001 Aldein,71,,5,9,14
001 Aldein,72,,7,7,14
001 Aldein,73,,5,9,14
001 Aldein,74,,5,6,11
001 Aldein,75,,4,4,8
001 Aldein,76,,13,4,17
001 Aldein,77,,6,4,10
001 Aldein,78,,3,7,10
001 Aldein,79,,6,4,10
001 Aldein,80,,1,4,5
001 Aldein,81,,6,7,13
001 Aldein,82,,4,1,5
001 Aldein,83,,5,4,9
001 Aldein,84,,-,2,2
001 Aldein,85,,1,4,5
001 Aldein,86,,-,6,6
001 Aldein,87,,2,4,6
001 Aldein,88,,-,8,8
001 Aldein,89,,1,7,8
001 Aldein,90,,1,1,2
001 Aldein,91,,-,2,2
