Gemeinde,Altersklassen,Geschlecht,Männer,Frauen,Insgesamt
002 Andrian,75,,5,4,9
002 Andrian,76,,2,6,8
002 Andrian,77,,1,7,8
002 Andrian,78,,4,3,7
002 Andrian,79,,3,3,6
002 Andrian,80,,2,4,6
002 Andrian,81,,3,2,5
002 Andrian,82,,5,1,6
002 Andrian,83,,2,2,4
002 Andrian,84,,4,2,6
002 Andrian,85,,-,3,3
002 Andrian,86,,2,1,3
002 Andrian,87,,2,1,3
002 Andrian,88,,1,1,2
002 Andrian,89,,-,2,2
002 Andrian,90,,1,3,4
002 Andrian,91,,-,2,2
002 Andrian,92,,-,1,1
002 Andrian,95,,-,2,2
002 Andrian,102,,-,1,1
003 Altrei,0,,-,1,1
003 Altrei,1,,5,2,7
003 Altrei,2,,2,6,8
003 Altrei,3,,2,2,4
003 Altrei,4,,2,3,5
003 Altrei,5,,-,2,2
003 Altrei,7,,2,2,4
003 Altrei,8,,3,4,7
003 Altrei,9,,6,4,10
003 Altrei,10,,2,-,2
003 Altrei,11,,4,2,6
003 Altrei,12,,2,1,3
003 Altrei,13,,-,1,1
003 Altrei,14,,2,1,3
003 Altrei,15,,4,1,5
003 Altrei,16,,1,2,3
003 Altrei,17,,3,-,3
003 Altrei,18,,3,1,4
003 Altrei,19,,-,1,1
003 Altrei,20,,-,3,3
003 Altrei,21,,1,2,3
003 Altrei,22,,3,1,4
003 Altrei,23,,2,-,2
003 Altrei,24,,7,1,8
003 Altrei,25,,-,1,1
003 Altrei,26,,2,3,5
003 Altrei,27,,1,2,3
003 Altrei,28,,3,6,9
003 Altrei,29,,2,3,5
003 Altrei,30,,1,3,4
003 Altrei,31,,3,2,5
003 Altrei,32,,3,3,6
003 Altrei,33,,5,1,6
003 Altrei,34,,2,2,4
003 Altrei,35,,1,2,3
003 Altrei,36,,1,2,3
003 Altrei,37,,1,3,4
003 Altrei,38,,3,4,7
003 Altrei,39,,-,2,2
003 Altrei,40,,2,4,6
003 Altrei,41,,2,2,4
003 Altrei,42,,1,-,1
003 Altrei,43,,2,4,6
003 Altrei,44,,3,1,4
003 Altrei,45,,5,3,8
003 Altrei,46,,2,3,5
003 Altrei,47,,3,5,8
003 Altrei,48,,1,4,5
003 Altrei,49,,3,1,4
003 Altrei,50,,2,4,6
003 Altrei,51,,3,4,7
003 Altrei,52,,3,6,9
003 Altrei,53,,2,3,5
003 Altrei,54,,10,2,12
003 Altrei,55,,2,3,5
003 Altrei,56,,4,2,6
003 Altrei,57,,5,4,9
003 Altrei,58,,2,4,6
003 Altrei,59,,1,2,3
003 Altrei,60,,5,1,6
003 Altrei,61,,3,3,6
003 Altrei,62,,2,-,2
003 Altrei,63,,2,2,4
003 Altrei,64,,6,2,8
003 Altrei,65,,4,3,7
003 Altrei,66,,-,3,3
003 Altrei,67,,1,-,1
003 Altrei,68,,2,2,4
003 Altrei,69,,3,2,5
003 Altrei,70,,2,2,4
003 Altrei,71,,3,1,4
003 Altrei,72,,1,2,3
003 Altrei,73,,2,3,5
003 Altrei,74,,3,1,4
003 Altrei,75,,1,3,4
003 Altrei,76,,3,3,6
003 Altrei,77,,1,3,4
003 Altrei,78,,-,1,1
003 Altrei,79,,2,1,3
003 Altrei,80,,4,1,5
003 Altrei,81,,2,1,3
003 Altrei,82,,-,2,2
003 Altrei,83,,2,2,4
003 Altrei,84,,-,2,2
003 Altrei,85,,-,1,1
003 Altrei,86,,-,1,1
003 Altrei,87,,1,2,3
003 Altrei,88,,-,2,2
003 Altrei,89,,1,1,2
003 Altrei,92,,-,1,1
003 Altrei,94,,-,1,1
004 Eppan a.d. Weinstr.,0,,80,72,152
004 Eppan a.d. Weinstr.,1,,69,83,152
004 Eppan a.d. Weinstr.,2,,82,75,157
004 Eppan a.d. Weinstr.,3,,76,71,147
004 Eppan a.d. Weinstr.,4,,91,85,176
004 Eppan a.d. Weinstr.,5,,83,84,167
004 Eppan a.d. Weinstr.,6,,81,74,155
004 Eppan a.d. Weinstr.,7,,79,63,142
004 Eppan a.d. Weinstr.,8,,80,100,180
004 Eppan a.d. Weinstr.,9,,78,67,145
004 Eppan a.d. Weinstr.,10,,105,80,185
004 Eppan a.d. Weinstr.,11,,86,109,195
004 Eppan a.d. Weinstr.,12,,90,69,159
004 Eppan a.d. Weinstr.,13,,90,69,159
004 Eppan a.d. Weinstr.,14,,74,79,153
004 Eppan a.d. Weinstr.,15,,81,81,162
004 Eppan a.d. Weinstr.,16,,76,78,154
004 Eppan a.d. Weinstr.,17,,90,67,157
004 Eppan a.d. Weinstr.,18,,85,83,168
004 Eppan a.d. Weinstr.,19,,71,72,143
004 Eppan a.d. Weinstr.,20,,79,79,158
004 Eppan a.d. Weinstr.,21,,76,75,151
004 Eppan a.d. Weinstr.,22,,84,82,166
004 Eppan a.d. Weinstr.,23,,83,102,185
004 Eppan a.d. Weinstr.,24,,80,83,163
004 Eppan a.d. Weinstr.,25,,82,77,159
004 Eppan a.d. Weinstr.,26,,93,75,168
004 Eppan a.d. Weinstr.,27,,90,74,164
004 Eppan a.d. Weinstr.,28,,91,81,172
004 Eppan a.d. Weinstr.,29,,81,75,156
004 Eppan a.d. Weinstr.,30,,99,83,182
004 Eppan a.d. Weinstr.,31,,98,74,172
004 Eppan a.d. Weinstr.,32,,101,97,198
004 Eppan a.d. Weinstr.,33,,80,97,177
004 Eppan a.d. Weinstr.,34,,101,94,195
004 Eppan a.d. Weinstr.,35,,78,102,180
004 Eppan a.d. Weinstr.,36,,95,99,194
004 Eppan a.d. Weinstr.,37,,96,93,189
004 Eppan a.d. Weinstr.,38,,99,98,197
004 Eppan a.d. Weinstr.,39,,102,97,199
004 Eppan a.d. Weinstr.,40,,92,94,186
004 Eppan a.d. Weinstr.,41,,113,109,222
004 Eppan a.d. Weinstr.,42,,101,111,212
004 Eppan a.d. Weinstr.,43,,117,111,228
004 Eppan a.d. Weinstr.,44,,108,131,239
004 Eppan a.d. Weinstr.,45,,131,117,248
004 Eppan a.d. Weinstr.,46,,131,119,250
004 Eppan a.d. Weinstr.,47,,142,130,272
004 Eppan a.d. Weinstr.,48,,118,119,237
004 Eppan a.d. Weinstr.,49,,116,134,250
004 Eppan a.d. Weinstr.,50,,115,141,256
004 Eppan a.d. Weinstr.,51,,114,119,233
004 Eppan a.d. Weinstr.,52,,129,119,248
004 Eppan a.d. Weinstr.,53,,105,119,224
004 Eppan a.d. Weinstr.,54,,128,122,250
004 Eppan a.d. Weinstr.,55,,134,102,236
004 Eppan a.d. Weinstr.,56,,107,129,236
004 Eppan a.d. Weinstr.,57,,107,100,207
004 Eppan a.d. Weinstr.,58,,94,106,200
004 Eppan a.d. Weinstr.,59,,93,93,186
004 Eppan a.d. Weinstr.,60,,90,80,170
004 Eppan a.d. Weinstr.,61,,84,88,172
004 Eppan a.d. Weinstr.,62,,70,94,164
004 Eppan a.d. Weinstr.,63,,88,86,174
004 Eppan a.d. Weinstr.,64,,64,84,148
004 Eppan a.d. Weinstr.,65,,78,65,143
004 Eppan a.d. Weinstr.,66,,65,76,141
004 Eppan a.d. Weinstr.,67,,61,52,113
004 Eppan a.d. Weinstr.,68,,69,73,142
004 Eppan a.d. Weinstr.,69,,59,79,138
004 Eppan a.d. Weinstr.,70,,74,68,142
004 Eppan a.d. Weinstr.,71,,49,52,101
004 Eppan a.d. Weinstr.,72,,65,69,134
004 Eppan a.d. Weinstr.,73,,85,77,162
004 Eppan a.d. Weinstr.,74,,79,75,154
004 Eppan a.d. Weinstr.,75,,48,96,144
004 Eppan a.d. Weinstr.,76,,62,53,115
004 Eppan a.d. Weinstr.,77,,59,77,136
004 Eppan a.d. Weinstr.,78,,41,48,89
004 Eppan a.d. Weinstr.,79,,35,48,83
004 Eppan a.d. Weinstr.,80,,38,35,73
004 Eppan a.d. Weinstr.,81,,25,35,60
004 Eppan a.d. Weinstr.,82,,24,42,66
004 Eppan a.d. Weinstr.,83,,38,42,80
004 Eppan a.d. Weinstr.,84,,34,36,70
004 Eppan a.d. Weinstr.,85,,19,46,65
004 Eppan a.d. Weinstr.,86,,21,47,68
004 Eppan a.d. Weinstr.,87,,14,31,45
004 Eppan a.d. Weinstr.,88,,21,25,46
004 Eppan a.d. Weinstr.,89,,10,29,39
004 Eppan a.d. Weinstr.,90,,14,34,48
004 Eppan a.d. Weinstr.,91,,8,26,34
004 Eppan a.d. Weinstr.,92,,4,21,25
004 Eppan a.d. Weinstr.,93,,4,22,26
004 Eppan a.d. Weinstr.,94,,1,15,16
004 Eppan a.d. Weinstr.,95,,4,10,14
004 Eppan a.d. Weinstr.,96,,3,3,6
004 Eppan a.d. Weinstr.,97,,1,4,5
004 Eppan a.d. Weinstr.,98,,-,4,4
004 Eppan a.d. Weinstr.,99,,-,1,1
004 Eppan a.d. Weinstr.,103,,1,-,1
005 Hafling,0,,4,4,8
005 Hafling,1,,1,6,7
005 Hafling,2,,6,4,10
005 Hafling,3,,4,8,12
005 Hafling,4,,5,3,8
005 Hafling,5,,2,4,6
005 Hafling,6,,3,4,7
005 Hafling,7,,3,8,11
005 Hafling,8,,5,5,10
005 Hafling,9,,3,2,5
005 Hafling,10,,7,5,12
005 Hafling,11,,3,2,5
005 Hafling,12,,1,6,7
005 Hafling,13,,-,4,4
005 Hafling,14,,6,1,7
005 Hafling,15,,4,3,7
005 Hafling,16,,4,7,11
005 Hafling,17,,6,3,9
005 Hafling,18,,3,7,10
005 Hafling,19,,2,8,10
005 Hafling,20,,12,4,16
005 Hafling,21,,5,4,9
005 Hafling,22,,4,5,9
005 Hafling,23,,3,7,10
005 Hafling,24,,3,3,6
005 Hafling,25,,6,1,7
005 Hafling,26,,4,6,10
005 Hafling,27,,5,2,7
005 Hafling,28,,2,4,6
005 Hafling,29,,3,5,8
005 Hafling,30,,4,-,4
005 Hafling,31,,3,3,6
005 Hafling,32,,2,11,13
005 Hafling,33,,3,1,4
005 Hafling,34,,5,2,7
005 Hafling,35,,5,9,14
005 Hafling,36,,6,11,17
005 Hafling,37,,4,6,10
005 Hafling,38,,5,5,10
005 Hafling,39,,3,6,9
005 Hafling,40,,7,6,13
005 Hafling,41,,7,4,11
005 Hafling,42,,10,6,16
005 Hafling,43,,12,3,15
005 Hafling,44,,8,1,9
005 Hafling,45,,11,6,17
005 Hafling,46,,8,11,19
005 Hafling,47,,6,12,18
005 Hafling,48,,4,10,14
005 Hafling,49,,5,2,7
005 Hafling,50,,11,6,17
005 Hafling,51,,8,11,19
005 Hafling,52,,3,2,5
005 Hafling,53,,8,3,11
005 Hafling,54,,6,4,10
005 Hafling,55,,8,5,13
005 Hafling,56,,10,7,17
005 Hafling,57,,6,5,11
005 Hafling,58,,3,5,8
005 Hafling,59,,2,5,7
005 Hafling,60,,3,8,11
005 Hafling,61,,6,2,8
005 Hafling,62,,3,1,4
005 Hafling,63,,2,3,5
005 Hafling,64,,7,2,9
005 Hafling,65,,2,3,5
005 Hafling,66,,5,5,10
005 Hafling,67,,4,4,8
005 Hafling,68,,6,2,8
005 Hafling,69,,2,2,4
005 Hafling,70,,1,3,4
005 Hafling,71,,2,3,5
005 Hafling,72,,2,2,4
005 Hafling,73,,4,4,8
005 Hafling,74,,5,3,8
005 Hafling,75,,3,4,7
005 Hafling,76,,2,1,3
005 Hafling,77,,4,3,7
005 Hafling,78,,1,1,2
005 Hafling,79,,2,1,3
005 Hafling,80,,-,1,1
005 Hafling,81,,1,2,3
005 Hafling,82,,1,2,3
005 Hafling,83,,5,1,6
005 Hafling,84,,2,1,3
005 Hafling,85,,2,3,5
005 Hafling,86,,1,3,4
005 Hafling,87,,1,1,2
005 Hafling,88,,-,1,1
005 Hafling,89,,-,2,2
005 Hafling,90,,-,2,2
005 Hafling,92,,1,-,1
005 Hafling,94,,-,1,1
005 Hafling,95,,-,1,1
006 Abtei,0,,16,15,31
006 Abtei,1,,15,22,37
006 Abtei,2,,27,17,44
006 Abtei,3,,11,22,33
006 Abtei,4,,22,15,37
006 Abtei,5,,21,13,34
006 Abtei,6,,24,17,41
006 Abtei,7,,22,19,41
006 Abtei,8,,27,20,47
006 Abtei,9,,27,21,48
006 Abtei,10,,30,21,51
006 Abtei,11,,20,27,47
006 Abtei,12,,29,12,41
006 Abtei,13,,20,19,39
006 Abtei,14,,13,31,44
006 Abtei,15,,24,23,47
006 Abtei,16,,23,31,54
006 Abtei,17,,21,26,47
006 Abtei,18,,13,15,28
006 Abtei,19,,27,22,49
006 Abtei,20,,26,15,41
006 Abtei,21,,24,25,49
006 Abtei,22,,18,15,33
006 Abtei,23,,17,19,36
006 Abtei,24,,23,16,39
006 Abtei,25,,22,13,35
006 Abtei,26,,24,16,40
006 Abtei,27,,14,19,33
006 Abtei,28,,19,13,32
006 Abtei,29,,22,16,38
006 Abtei,30,,21,25,46
006 Abtei,31,,17,16,33
006 Abtei,32,,13,18,31
006 Abtei,33,,14,16,30
006 Abtei,34,,23,12,35
006 Abtei,35,,23,14,37
006 Abtei,36,,27,18,45
006 Abtei,37,,16,27,43
006 Abtei,38,,22,37,59
006 Abtei,39,,25,33,58
006 Abtei,40,,25,27,52
006 Abtei,41,,16,35,51
006 Abtei,42,,20,30,50
006 Abtei,43,,26,21,47
006 Abtei,44,,45,32,77
006 Abtei,45,,17,31,48
006 Abtei,46,,28,37,65
006 Abtei,47,,27,30,57
006 Abtei,48,,29,34,63
006 Abtei,49,,36,37,73
006 Abtei,50,,25,28,53
006 Abtei,51,,34,23,57
006 Abtei,52,,26,34,60
006 Abtei,53,,30,29,59
006 Abtei,54,,26,29,55
006 Abtei,55,,26,26,52
006 Abtei,56,,26,25,51
006 Abtei,57,,28,23,51
006 Abtei,58,,18,23,41
006 Abtei,59,,17,15,32
006 Abtei,60,,21,17,38
006 Abtei,61,,17,15,32
006 Abtei,62,,11,15,26
006 Abtei,63,,12,20,32
006 Abtei,64,,10,14,24
006 Abtei,65,,10,10,20
006 Abtei,66,,12,19,31
006 Abtei,67,,10,18,28
006 Abtei,68,,21,17,38
006 Abtei,69,,15,15,30
006 Abtei,70,,22,17,39
006 Abtei,71,,16,19,35
006 Abtei,72,,10,14,24
006 Abtei,73,,9,13,22
006 Abtei,74,,19,11,30
006 Abtei,75,,14,18,32
006 Abtei,76,,13,16,29
006 Abtei,77,,13,12,25
006 Abtei,78,,15,16,31
006 Abtei,79,,5,15,20
006 Abtei,80,,13,9,22
006 Abtei,81,,6,16,22
006 Abtei,82,,10,13,23
006 Abtei,83,,5,15,20
006 Abtei,84,,4,3,7
006 Abtei,85,,7,8,15
006 Abtei,86,,11,9,20
006 Abtei,87,,4,5,9
006 Abtei,88,,2,8,10
006 Abtei,89,,4,5,9
006 Abtei,90,,2,1,3
006 Abtei,91,,2,2,4
006 Abtei,92,,3,7,10
006 Abtei,93,,-,1,1
006 Abtei,94,,1,2,3
006 Abtei,96,,-,2,2
006 Abtei,98,,-,1,1
006 Abtei,100,,-,1,1
006 Abtei,102,,-,1,1
007 Barbian,0,,10,15,25
007 Barbian,1,,8,12,20
007 Barbian,2,,13,16,29
007 Barbian,3,,9,12,21
007 Barbian,4,,10,11,21
007 Barbian,5,,13,8,21
007 Barbian,6,,8,8,16
007 Barbian,7,,8,13,21
007 Barbian,8,,11,5,16
007 Barbian,9,,7,12,19
007 Barbian,10,,7,2,9
007 Barbian,11,,15,7,22
007 Barbian,12,,6,6,12
007 Barbian,13,,8,16,24
007 Barbian,14,,6,7,13
007 Barbian,15,,13,16,29
007 Barbian,16,,16,9,25
007 Barbian,17,,11,10,21
007 Barbian,18,,15,9,24
007 Barbian,19,,8,11,19
007 Barbian,20,,10,10,20
007 Barbian,21,,12,9,21
007 Barbian,22,,9,5,14
007 Barbian,23,,9,9,18
007 Barbian,24,,13,10,23
007 Barbian,25,,13,13,26
007 Barbian,26,,16,12,28
007 Barbian,27,,8,14,22
007 Barbian,28,,13,5,18
007 Barbian,29,,6,7,13
007 Barbian,30,,14,13,27
007 Barbian,31,,8,10,18
007 Barbian,32,,11,4,15
007 Barbian,33,,10,14,24
007 Barbian,34,,8,15,23
007 Barbian,35,,11,15,26
007 Barbian,36,,14,7,21
007 Barbian,37,,15,10,25
007 Barbian,38,,13,9,22
007 Barbian,39,,12,20,32
007 Barbian,40,,9,16,25
007 Barbian,41,,9,12,21
007 Barbian,42,,14,11,25
007 Barbian,43,,14,18,32
007 Barbian,44,,12,15,27
007 Barbian,45,,17,9,26
007 Barbian,46,,13,12,25
007 Barbian,47,,15,7,22
007 Barbian,48,,14,10,24
007 Barbian,49,,10,9,19
007 Barbian,50,,10,12,22
007 Barbian,51,,9,13,22
007 Barbian,52,,16,14,30
007 Barbian,53,,14,15,29
007 Barbian,54,,15,14,29
007 Barbian,55,,17,11,28
007 Barbian,56,,13,16,29
007 Barbian,57,,10,7,17
007 Barbian,58,,7,9,16
007 Barbian,59,,13,6,19
007 Barbian,60,,6,9,15
007 Barbian,61,,7,7,14
007 Barbian,62,,6,14,20
007 Barbian,63,,7,10,17
007 Barbian,64,,6,5,11
007 Barbian,65,,10,8,18
007 Barbian,66,,11,11,22
007 Barbian,67,,5,6,11
007 Barbian,68,,3,5,8
007 Barbian,69,,5,6,11
007 Barbian,70,,16,6,22
007 Barbian,71,,3,6,9
007 Barbian,72,,9,9,18
007 Barbian,73,,9,5,14
007 Barbian,74,,11,9,20
007 Barbian,75,,8,12,20
007 Barbian,76,,9,3,12
007 Barbian,77,,5,3,8
007 Barbian,78,,5,9,14
007 Barbian,79,,8,9,17
007 Barbian,80,,3,3,6
007 Barbian,81,,1,6,7
007 Barbian,82,,4,5,9
007 Barbian,83,,5,3,8
007 Barbian,84,,5,5,10
007 Barbian,85,,1,5,6
007 Barbian,86,,1,3,4
007 Barbian,87,,2,4,6
007 Barbian,88,,3,4,7
007 Barbian,89,,1,-,1
007 Barbian,90,,1,1,2
007 Barbian,91,,2,-,2
007 Barbian,92,,-,1,1
007 Barbian,94,,-,1,1
007 Barbian,95,,-,1,1
007 Barbian,98,,1,-,1
008 Bozen,0,,495,450,945
008 Bozen,1,,488,475,963
008 Bozen,2,,516,511,1.027
008 Bozen,3,,496,476,972
008 Bozen,4,,525,472,997
008 Bozen,5,,497,506,1.003
008 Bozen,6,,518,499,1.017
008 Bozen,7,,535,485,1.020
008 Bozen,8,,538,517,1.055
008 Bozen,9,,581,495,1.076
008 Bozen,10,,507,523,1.030
008 Bozen,11,,566,506,1.072
008 Bozen,12,,576,522,1.098
008 Bozen,13,,561,537,1.098
008 Bozen,14,,567,484,1.051
008 Bozen,15,,556,497,1.053
008 Bozen,16,,501,535,1.036
008 Bozen,17,,559,517,1.076
008 Bozen,18,,568,501,1.069
008 Bozen,19,,580,477,1.057
008 Bozen,20,,557,527,1.084
008 Bozen,21,,572,497,1.069
008 Bozen,22,,581,526,1.107
008 Bozen,23,,535,514,1.049
008 Bozen,24,,602,491,1.093
008 Bozen,25,,630,517,1.147
008 Bozen,26,,640,545,1.185
008 Bozen,27,,588,551,1.139
008 Bozen,28,,619,564,1.183
008 Bozen,29,,530,556,1.086
008 Bozen,30,,599,586,1.185
008 Bozen,31,,614,582,1.196
008 Bozen,32,,601,627,1.228
008 Bozen,33,,630,562,1.192
008 Bozen,34,,635,589,1.224
008 Bozen,35,,627,599,1.226
008 Bozen,36,,672,622,1.294
008 Bozen,37,,613,631,1.244
008 Bozen,38,,642,655,1.297
008 Bozen,39,,668,667,1.335
008 Bozen,40,,671,709,1.380
008 Bozen,41,,734,754,1.488
008 Bozen,42,,784,788,1.572
008 Bozen,43,,758,843,1.601
008 Bozen,44,,838,864,1.702
008 Bozen,45,,861,914,1.775
008 Bozen,46,,856,858,1.714
008 Bozen,47,,897,882,1.779
008 Bozen,48,,843,831,1.674
008 Bozen,49,,794,907,1.701
008 Bozen,50,,877,926,1.803
008 Bozen,51,,913,922,1.835
008 Bozen,52,,894,926,1.820
008 Bozen,53,,762,878,1.640
008 Bozen,54,,746,810,1.556
008 Bozen,55,,740,752,1.492
008 Bozen,56,,689,744,1.433
008 Bozen,57,,677,723,1.400
008 Bozen,58,,668,722,1.390
008 Bozen,59,,593,734,1.327
008 Bozen,60,,594,681,1.275
008 Bozen,61,,567,643,1.210
008 Bozen,62,,567,608,1.175
008 Bozen,63,,510,623,1.133
008 Bozen,64,,488,630,1.118
008 Bozen,65,,498,614,1.112
008 Bozen,66,,486,660,1.146
008 Bozen,67,,525,628,1.153
008 Bozen,68,,568,685,1.253
008 Bozen,69,,543,759,1.302
008 Bozen,70,,603,830,1.433
008 Bozen,71,,456,546,1.002
008 Bozen,72,,490,672,1.162
008 Bozen,73,,515,668,1.183
008 Bozen,74,,534,647,1.181
008 Bozen,75,,570,686,1.256
008 Bozen,76,,535,664,1.199
008 Bozen,77,,482,641,1.123
008 Bozen,78,,466,583,1.049
008 Bozen,79,,403,498,901
008 Bozen,80,,344,477,821
008 Bozen,81,,327,488,815
008 Bozen,82,,334,470,804
008 Bozen,83,,265,445,710
008 Bozen,84,,266,407,673
008 Bozen,85,,245,388,633
008 Bozen,86,,222,364,586
008 Bozen,87,,133,325,458
008 Bozen,88,,152,285,437
008 Bozen,89,,120,258,378
008 Bozen,90,,117,215,332
008 Bozen,91,,78,196,274
008 Bozen,92,,52,160,212
008 Bozen,93,,48,166,214
008 Bozen,94,,35,132,167
008 Bozen,95,,30,92,122
008 Bozen,96,,19,77,96
008 Bozen,97,,4,50,54
008 Bozen,98,,5,17,22
008 Bozen,99,,2,10,12
008 Bozen,100,,-,10,10
008 Bozen,101,,-,7,7
008 Bozen,102,,1,6,7
008 Bozen,103,,-,3,3
008 Bozen,104,,-,1,1
008 Bozen,105,,-,2,2
009 Prags,0,,2,7,9
009 Prags,1,,4,2,6
009 Prags,2,,3,3,6
009 Prags,3,,3,-,3
009 Prags,4,,2,1,3
009 Prags,5,,5,2,7
009 Prags,6,,2,4,6
009 Prags,7,,1,2,3
009 Prags,8,,4,6,10
009 Prags,9,,3,6,9
009 Prags,10,,4,2,6
009 Prags,11,,3,1,4
009 Prags,12,,2,3,5
009 Prags,13,,2,5,7
009 Prags,14,,3,6,9
009 Prags,15,,7,5,12
009 Prags,16,,2,3,5
009 Prags,17,,6,9,15
009 Prags,18,,2,4,6
009 Prags,19,,3,5,8
009 Prags,20,,3,7,10
