Gemeinde,Altersklassen,Geschlecht,Männer,Frauen,Insgesamt
001 Aldein,0,,14,9,23
001 Aldein,1,,16,10,26
001 Aldein,2,,17,8,25
001 Aldein,3,,10,11,21
001 Aldein,4,,18,9,27
001 Aldein,5,,12,4,16
001 Aldein,6,,16,15,31
001 Aldein,7,,11,15,26
001 Aldein,8,,14,9,23
001 Aldein,9,,7,8,15
001 Aldein,10,,9,12,21
001 Aldein,11,,14,8,22
001 Aldein,12,,13,12,25
001 Aldein,13,,9,13,22
001 Aldein,14,,7,9,16
001 Aldein,15,,8,6,14
001 Aldein,16,,9,16,25
001 Aldein,17,,11,9,20
001 Aldein,18,,11,7,18
001 Aldein,19,,11,10,21
001 Aldein,20,,13,13,26
001 Aldein,21,,10,8,18
001 Aldein,22,,14,14,28
001 Aldein,23,,13,6,19
001 Aldein,24,,10,14,24
001 Aldein,25,,9,13,22
001 Aldein,26,,11,16,27
001 Aldein,27,,10,6,16
001 Aldein,28,,6,22,28
001 Aldein,29,,10,16,26
001 Aldein,30,,16,15,31
001 Aldein,31,,11,14,25
001 Aldein,32,,15,9,24
001 Aldein,33,,18,12,30
001 Aldein,34,,15,14,29
001 Aldein,35,,13,13,26
001 Aldein,36,,23,7,30
001 Aldein,37,,12,16,28
001 Aldein,38,,6,15,21
001 Aldein,39,,7,20,27
001 Aldein,40,,18,10,28
001 Aldein,41,,14,11,25
001 Aldein,42,,15,6,21
001 Aldein,43,,8,17,25
001 Aldein,44,,15,15,30
001 Aldein,45,,15,9,24
001 Aldein,46,,12,14,26
001 Aldein,47,,8,5,13
001 Aldein,48,,9,10,19
001 Aldein,49,,10,8,18
001 Aldein,50,,9,9,18
001 Aldein,51,,9,6,15
001 Aldein,52,,8,9,17
001 Aldein,53,,7,5,12
001 Aldein,54,,16,10,26
001 Aldein,55,,5,12,17
001 Aldein,56,,8,6,14
001 Aldein,57,,9,9,18
001 Aldein,58,,6,10,16
001 Aldein,59,,7,12,19
001 Aldein,60,,10,5,15
001 Aldein,61,,5,7,12
001 Aldein,62,,11,11,22
001 Aldein,63,,8,12,20
001 Aldein,64,,5,12,17
001 Aldein,65,,9,8,17
001 Aldein,66,,5,8,13
001 Aldein,67,,7,7,14
001 Aldein,68,,7,10,17
001 Aldein,69,,8,6,14
001 Aldein,70,,4,4,8
001 Aldein,71,,14,5,19
001 Aldein,72,,8,4,12
001 Aldein,73,,4,7,11
001 Aldein,74,,7,4,11
001 Aldein,75,,4,5,9
001 Aldein,76,,7,8,15
001 Aldein,77,,5,2,7
001 Aldein,78,,5,5,10
001 Aldein,79,,-,5,5
001 Aldein,80,,1,5,6
001 Aldein,81,,-,8,8
001 Aldein,82,,2,5,7
001 Aldein,83,,1,9,10
001 Aldein,84,,3,8,11
001 Aldein,85,,4,1,5
001 Aldein,86,,-,4,4
001 Aldein,89,,1,1,2
001 Aldein,92,,-,2,2
001 Aldein,93,,-,2,2
001 Aldein,98,,-,1,1
002 Andrian,0,,9,6,15
002 Andrian,1,,9,3,12
002 Andrian,2,,7,10,17
002 Andrian,3,,3,-,3
002 Andrian,4,,3,2,5
002 Andrian,5,,6,5,11
002 Andrian,6,,3,6,9
002 Andrian,7,,8,1,9
002 Andrian,8,,10,6,16
002 Andrian,9,,2,11,13
002 Andrian,10,,8,4,12
002 Andrian,11,,5,5,10
002 Andrian,12,,5,5,10
002 Andrian,13,,6,6,12
002 Andrian,14,,5,7,12
002 Andrian,15,,5,5,10
002 Andrian,16,,4,4,8
002 Andrian,17,,12,7,19
002 Andrian,18,,6,8,14
002 Andrian,19,,9,6,15
002 Andrian,20,,1,3,4
002 Andrian,21,,8,5,13
002 Andrian,22,,7,2,9
002 Andrian,23,,10,8,18
002 Andrian,24,,2,3,5
002 Andrian,25,,7,5,12
002 Andrian,26,,5,6,11
002 Andrian,27,,4,3,7
002 Andrian,28,,7,6,13
002 Andrian,29,,6,5,11
002 Andrian,30,,8,4,12
002 Andrian,31,,6,10,16
002 Andrian,32,,8,9,17
002 Andrian,33,,7,7,14
002 Andrian,34,,7,10,17
002 Andrian,35,,13,5,18
002 Andrian,36,,7,7,14
002 Andrian,37,,9,12,21
002 Andrian,38,,8,7,15
002 Andrian,39,,9,8,17
002 Andrian,40,,10,11,21
002 Andrian,41,,10,7,17
002 Andrian,42,,6,12,18
002 Andrian,43,,10,8,18
002 Andrian,44,,7,3,10
002 Andrian,45,,8,4,12
002 Andrian,46,,7,6,13
002 Andrian,47,,7,8,15
002 Andrian,48,,4,6,10
002 Andrian,49,,5,9,14
002 Andrian,50,,2,4,6
002 Andrian,51,,6,2,8
002 Andrian,52,,7,7,14
002 Andrian,53,,2,3,5
002 Andrian,54,,3,3,6
002 Andrian,55,,7,5,12
002 Andrian,56,,4,2,6
002 Andrian,57,,6,4,10
002 Andrian,58,,5,4,9
002 Andrian,59,,4,8,12
002 Andrian,60,,1,3,4
002 Andrian,61,,1,4,5
002 Andrian,62,,6,7,13
002 Andrian,63,,4,5,9
002 Andrian,64,,6,4,10
002 Andrian,65,,3,7,10
002 Andrian,66,,1,7,8
002 Andrian,67,,4,3,7
002 Andrian,68,,5,4,9
002 Andrian,69,,2,2,4
002 Andrian,70,,3,2,5
002 Andrian,71,,5,3,8
