Gemeinde,Inländer,Ausländer,davon EU-28-Staaten,davon andere europäische Staaten,davon Afrika,davon Asien,davon Amerika-Ozeanien,davon Staatenlose
081 St.Lorenzen,3.683,206,93,60,24,24,5,0
082 St.Martin in Thurn,1.691,53,32,15,4,0,2,0
083 St.Martin in Passeier,3.106,127,71,7,12,37,0,0
084 St.Pankraz,1.531,18,12,6,0,0,0,0
085 St.Christina in Gröden,1.813,146,59,32,4,16,35,0
086 Sarntal,6.900,200,112,24,31,23,10,0
087 Schenna,2.725,182,137,17,13,14,1,0
088 Mühlwald,1.423,14,7,4,3,0,0,0
089 Wolkenstein in Gröden,2.518,105,52,15,4,16,18,0
091 Schnals,1.179,55,36,14,2,2,1,0
092 Sexten,1.767,139,57,58,1,13,10,0
093 Schlanders,5.691,490,187,174,60,66,3,0
094 Schluderns,1.750,70,56,6,8,0,0,0
095 Stilfs,1.052,92,43,28,17,3,1,0
096 Terenten,1.710,44,30,9,0,5,0,0
097 Terlan,4.092,316,167,90,18,35,6,0
098 Tramin a.d. Weinstr.,3.177,236,114,55,18,45,4,0
099 Tisens,1.848,130,60,13,42,13,2,0
100 Tiers,930,60,25,19,2,13,1,0
101 Tirol,2.332,135,110,13,3,7,2,0
102 Truden im Naturpark,958,70,20,35,8,6,1,0
103 Taufers im Münstertal,945,43,23,8,5,7,0,0
104 Ulten,2.840,31,27,3,0,1,0,0
105 Pfatten,951,106,29,17,48,10,2,0
106 Olang,2.974,205,63,69,22,51,0,0
107 Pfitsch,2.834,240,55,66,73,41,5,0
108 Ahrntal,5.810,195,100,56,26,13,0,0
109 Gsies,2.260,70,36,32,2,0,0,0
110 Vintl,3.147,190,60,36,58,32,4,0
111 Vahrn,4.226,325,178,68,16,63,0,0
112 Vöran,934,18,14,3,1,0,0,0
113 Niederdorf,1.496,114,30,61,3,13,7,0
114 Villanders,1.802,50,28,8,9,4,1,0
115 Sterzing,6.335,625,221,221,27,145,11,0
116 Feldthurns,2.809,102,48,10,2,39,3,0
117 Wengen,1.356,36,18,14,1,3,0,0
118 U.L.Frau i.W.-St.Felix,753,16,11,1,0,0,4,0
Insgesamt,480.359,48.470,16.108,14.698,6.545,9.077,2.040,2
